source_file,source_page,raw_page_text
Jefferies PFA European Private Equity Market Maps (February 2026).pdf,9,"Essling Expansion**, €250
Ardian Buyout VII, 
€6,500
Azulis Middle Market 
VI, €280
MBO Capital 5, €320
ERES IV, €512
ARCHIMED III, €650
Partech Growth II, €652
Abénex VI, €600
Astorg Mid-Cap, €1,263
Vivalto Capital I , €690
Seven2 MidMarket X, €1,605
Activa IV, €162
Hivest II, €300
AREV I, €307
Astorg VIII, €4,400
Andera MidCap 5, €752
Adagia Capital Europe, €1,100
ARCHIMED Plat. II, €3,500
Arlane (Vespa France III), 
€122
21 Invest France VI, €261
Chequers XVIII , €1,200
FCDE III, €400
Montefiore Expansion, 
€450
Qualium III, €535
Ciclad 7, €190
PAI VIII, €7,100
BlackFin Financial Services IV, €1,800
Parquest III, €414
Latour IV, €1,200
B & Capital II, €315
Origine PME I , €100
Meanings IV, €300
Keensight Spark II, 
€800
Alter Equity III, €150
Sagard Midcap V, 
€1,000
Sagard NewGen II, 
€400
Jolt Capital V, €750
PAI MM II*, €918
Turenne Capital 
Santé 3 , €200
Eurazeo Planetary 
Boundaries , €750
Weinberg IV, €350
Motion V, €450
Five Arrows Growth II*, 
€450
Naxicap Investment 
Opportunities III, 
€1,200
Seven2 Dev II, €350
Capza Flex Equity Mid-
Market II, €1,300
Eurazeo Growth IV, 
€1,000
Andera Expansion 4, 
€400
Abénex Small Cap II, 
€150
Turenne Next Health, 
€120
Initiative & Finance 
IV, €230
Lauxera Growth II, €400
Argos MM IX, €600
InnovaFonds I&T 
III, €200
Latour Small I, €250
Keensight Nova VII*, 
€2,335
Capza 6 Flex Equity, 
€850
Eurazeo PME V*, €1,000
Five Arrows PI V*, €2,400
Partech Impact, €300
Capital Export III, €160
Ardian Growth III, €530
Ardian Expansion VI , €3,200
ARCHIMED Rise, €400
Eurazeo Capital V, €3,000
ISAI Expansion III , €300
Turenne Emergence II 
, €136
iXO 5, €220
LTC IV, €144
Montefiore VI, €1,400
Verto Growth II, €330
Cervinvest I, €110
€100
€300
€500
€700
€900
€1,100
€1,300
€1,500
€1,700
€1,900
France Private Equity
9
Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. 
Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. (**) Target size, final size unknown.
Market Statistics
Funds currently raising (no. / %)
29 / 40%
Funds currently raising (capital)
€19.5b+ targeted
Average fund size in market (tgt.)
€450m median / €673m mean
€1.5bn+
2019
2024
2021
2020
2022
2023
In Market
2025
"
Jefferies PFA European Private Equity Market Maps (February 2026).pdf,10,"Iberia Private Equity
10
Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. 
Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. (**) Target size, final size unknown.
Fondo Nazca 
IV, €277
Realza II, €165
Formentor I, 
€120
Portobello Structured 
Partnerships I, €247
Crest Capital 
Partners II, €125
Espiga II, €165
Abac II, €220
Aurica IV**, €300
Miura Impact 
Fund, €135
Explorer Growth VI , €100
Miura IV, €475
Arta III, €400
Diana III, €181
Nzyme I, €160
Corpfin Capital VI, 
€300
Nexxus Iberia II, €241
Tresmares IV, €205
ProA IV, €655
Henko II, €175
Queka PEF 2, €194
Inveready II, €500
Portobello V, €600
Aleos I, €150
MCH VI, €500
Magnum IV, €475
Fondo Nazca 
Aerospace & 
Defence, €600
Talde Growth III, €200
Alantra IV, €300
Sherpa Operational 
Value, €250
GED VII España, €250
Fondo Nazca Small 
Cap II, €200
GPF IV*, €300
ABE PE II, €200
€0
€100
€200
€300
€400
€500
€600
€700
Market Statistics
Funds currently raising (no. / %)
12 / 36%
Funds currently raising (capital)
€4.0b+ targeted
Average fund size in market (tgt.)
€275m median / €335m mean
2022
2021
2023
2024
2019
2020
In Market
2016 - 2018
2025
"
Jefferies PFA European Private Equity Market Maps (February 2026).pdf,11,"Italy Private Equity
11
Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. 
Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. (**) Target size, final size unknown.
IGI Investimenti 
Sei, €170
NEM Imprese II, 
€115
Fondo 
QuattroR, €711
Quadrivio Industry 
4.0, €200
Equinox III, €360
DeA Taste of Italy 2, 
€330
Space Capital Club, 
€200
Charme IV, €780
Alcedo V, €238
Itago IV**, €120
Clessidra IV, €581
Xenon Small Cap, €85
KYIP, €143
Sinergia III**, €200
21 Invest Italy IV, €316
PM&Partners III, 
€113
Consilium IV, €110
Alto V, €273
Wisequity VI, €400
Ambienta IV, €1,550 
FSI II, €1,600
Investindustrial VIII, €4,000
Xenon FIDEC, €170
Metrika II*, €150
Renaissance IV, 
€1,200
Quadrivio 
Lifestyle II, €500
Style III, €500
Armonia II, €350
Nextalia PE II, 
€1,200
Riello Buy&Build 
Opps., €250
Fondo Italiano 
T&C II, €250
Aksìa VI*, €275
Hyle II, €300
Entangled II, €200
QuattroR 
MidCap, €250
Arcadia III, €120
Arca Space 
Capital, €250
Green Arrow 4*, 
€230
Star V, €200
Aliante IV, €300
Investindustrial 
Growth IV, €1,250
Quadrivio Silver 
Economy, €300
21 Invest 
Healthcare, €150
Ambienta Small Cap, 
€500
Bravo III, €226
Nextalia Flexible 
Capital, €500
Xenon VIII, €500
Nextalia Capitale 
Rilancio, €265
Progressio IV, €335
Gradiente III, €180
€ 0
€ 500
€ 1,000
€ 1,500
Market Statistics
Funds currently raising (no. / %)
20 / 40%
Funds currently raising (capital)
€8.2b+ targeted
Average fund size in market (tgt.)
€263m median / €411m mean
2024
2017 - 2018
2021
2020
2022
2023
2019
In Market
2025
"
Jefferies PFA European Private Equity Market Maps (February 2026).pdf,12,"Appendix – Special 
Situations & Secondaries
"
Jefferies PFA European Private Equity Market Maps (February 2026).pdf,13,"2022
2021
2023
2024
2017-2018
2019
2020
In Market
European Special Situations
13
Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. 
Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. (**) Target size, final size unknown.
CMP III, €250
Black Toro III, €150
Endless V, £400
Endless Enact III, £100
H2 VI, £300
OpenGate III, $400
Sun Capital VIII, $1,417
Cap10, €300
Torqx II, €230
Syntagma I, €200
DBAY IV, €253
Hivest II, €300
AURELIUS 
Opportunities V, 
€830
H.I.G. Europe IV 
(LMM), €1,600
Rubicon VI**, 
£200
Orlando V, €255
Nextalia Capitale 
Rilancio, €265
MiddleGround 
Partners III, $1,200
H.I.G. Europe MM 
II*, €1,906
Sherpa 
Operational 
Value, €250
A&M Europe II*, 
€650
Active Ownership, 
€500
€ 100
€ 300
€ 500
€ 700
€ 900
€ 1,100
€ 1,300
€ 1,500
€ 1,700
€ 1,900
2025
"
Jefferies PFA European Private Equity Market Maps (February 2026).pdf,14,"Global Secondary Funds ($250m+)
14
Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. 
Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. (**) Target size, final size unknown.
Belnord I, €265
Coller Credit II, $6,800
Hollyport IX, $4,300
HarbourVest Structured 
Secondaries 2025 , 
$1,100
Banner Ridge VI, 
$4,200
Stafford Infra V, $1,100
Ares Secondaries Infra 
III, $3,300
RCP V, $1,260
JP Morgan PEG III, $810
Ashbridge II (MS), 
$2,500
ARCIS ESD VI , 
$220
Greenspring V, $2,600
Landmark XVII, $2,400
Vintage Investment 
Partners V, $312
Capital Dynamics VI, 
$1,100
StepStone Opps V, 
$4,800
Ardian ASF IX, $30,000
Headway Partners V, 
$544
Glouston VII, $514
Manulife Strategic, 
$610
Pantheon Senior 
Debt II, $834
Oddo BHF II, $775
Apollo S3 I, $2,500
GCM Secondary III, 
$972
ICG Strat. Equity V, 
$11,000
Willowridge 
Amberbrook IX, $900
Commonfund 
Secondary IV, 
$1,100
Dawson Portfolio 
Finance 6, $7,700
Ares Credit I, $4,000
BlackRock S&L II, 
$3,100
Stafford Timber X, 
$1,040
Pantheon 
Secondaries Opps II, 
$1,100
Neuberger Berman 
Strategic Capital II , 
$4,000
AlpInvest VIII, $15,000
Cubera X, €803
Hamilton Lane 
VI, $5,600
Strategic Partners X, 
$22,000
Auda VI*, $340
Arctos Keystone, $4,000
ICG LP Secondaries 
II*, $1,000
CVC (Glendower) VI, 
$7,000
CASH Capital 
(Beijing), $2,757
Clipway, $3,000
Allianz Private Debt 
II*, €1,500
A&M I, $500
Golding III, €750
Eurazeo V, $1,635
Pantheon VIII*,  
$3,250
Auldbrass IV, $350
Pantheon Credit 
Opps III, $750
Pathway Select II, 
$300
Northleaf IV*, $1,300
Keyhaven IV*, $281
Kline Hill V, $2,300
Lexington CIP VI, $4,000
Apogem VII, $1,300
LSV VII, $1,750
Newbury VI, $2,500
Patria V, $500
Partners Group 
VIII, $6,000
New 2nd IV*, $875
Fortress Credit VI, 
$8,000
HarbourVest Infra 
Opps III, $1,000
Sweetwater IV, 
$650
Netley I, $600
Audax Strategic 
Capital I, $600
Hayfin PES III, $820
StepStone Infra, $750
Blue Owl Dyal VI, 
$13,000
Neuberger Berman 
VI, $5,000
Kline Hill Solutions 
II, $500
Lexington XI*, $22,700
PineBridge VI*, $429
Pomona XI, $3,500
Portfolio Advisors 
V, $3,500
Adams Street 
Secondary 8, $2,000
Altamar Secondaries 
VI, €1,700
TPG GP Solutions II*, 
$1,860
Goldman Vintage 
Infra II*, $1,000
Dover Street XII, 
$20,000
Goldman Vintage 
X, $14,200
Committed 
Advisors V, 
$2,820
BEX V, $765
LGT Crown Global 
Secondaries VI, 
$7,000
Jasper Ridge 
Nova IV, 
$635
Galdana**, $1,600
Five Arrows VI, €2,000
Unigestion Secondary 
VI, €1,700
Coller IX, $12,500
Arcano V, €850
Leonard Green Sage I , 
$3,600
Pinegrove I, $2,200
Timber Bay III, $281
Blue Owl Strategic Equity, 
$3,000
Montana VI, $1,400
$0
$500
$1,000
$1,500
$2,000
$2,500
$3,000
$3,500
$4,000
$3bn+
2022
2021
2023
2024
Pre - 2020
2020
2025
2026
In Market
"
Jefferies PFA European Private Equity Market Maps (February 2026).pdf,15,"Disclaimer
Important Disclosures
15
The information contained in this document is confidential and based solely on publicly available information and certain other information available 
to Jefferies LLC or its affiliates (“Jefferies”). Jefferies has relied, without independent investigation or verification, on the accuracy, completeness and 
fair presentation of all such information. None of Jefferies, its affiliates or its or their respective employees, directors, officers, contractors, advisors, 
members, successors, representatives or agents makes any representation or warranty in respect of the accuracy, completeness or fair presentation 
of any information or any conclusion contained herein. Jefferies, its affiliates and its and their respective employees, directors, officers, contractors, 
advisors, members, successors and agents shall have no liability with respect to any information or matter contained herein.
This document is for informational purposes only and is not intended to be, and should not be, construed as an offer to sell or a solicitation of an offer 
to buy any security or financial instrument, or as advice in any way. This document, which is has been furnished on a confidential basis, is exclusively 
for the use of the person to whom it has been delivered, and it is not to be reproduced or redistributed in any form to any other person without the 
prior written consent of Jefferies. By accepting this information, the recipient agrees that it will, and it will cause its directors, partners, officers, 
members, employees and representatives to, use the information to evaluate its potential interest in Jefferies and its services and for no other 
purpose and will not divulge any such information to any other party. This document may not be used for any other purpose without the prior written 
consent of Jefferies.
Information contained herein does not purport to be complete, and the information in this presentation is subject to change without notice to the 
recipient of this document. Jefferies does not undertake any obligation to update or revise any forward-looking statements, whether as a result of new 
or updated information, future events or otherwise. Changes in assumptions may have a material impact on the information set forth in this 
document. 
Jefferies does not endorse, sponsor or otherwise guarantee any third-party content, including any information relating to or describing any third party. 
Certain information contained herein has been obtained or derived from sources believed by Jefferies to be reliable, but Jefferies does not represent 
that it is accurate, complete or timely, nor does Jefferies warrant the appropriateness of any transaction referred to herein.
Neither Jefferies nor any of its affiliates is an advisor as to legal, tax, accounting or regulatory matters in any jurisdiction.
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,1,"Q1 2026
Sponsor Market Landscape
UBS Private Funds Group
Strictly Confidential
1
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,2,"1
Table of Contents
Section 2 
EMEA Funds Coming To Market
52
Section 3 
APAC Funds Coming To Market
83
Section 4 
Global Market Maps
104
Section 1 
North American Funds Coming To Market
2
1.A North American Buyout Universe
3
1.B North American Growth Equity Universe
16
1.C North American Venture Capital Universe
19
1.D North American Consumer Products Universe
22
1.E North American Energy Universe
23
1.F North American Financial Institutions Universe
26
1.G North American Healthcare Universe
27
1.H North American Infrastructure & Diversified Energy Universe
31
1.I 
North American TMT Universe
35
1.J 
North American Distressed / Turnaround Universe
36
1.K North American Mezzanine Universe
39
1.L North American Direct Lending Universe
41
1.M North American Asset Backed Lending Universe
44
1.N North American Real Estate Universe
45
1.O Secondaries Universe
49
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,3,"North American Funds Coming to Market
Section 1
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,4,"3
North American Buyout Universe ($2.5bn+)
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Advent International GPE XI
26.0bn*
Held Close
KKR North America XIV
20.0bn*
Held Close
Warburg Pincus Global Growth 15
17.0bn*
Held Close
TPG Partners X
13.0bn*
Held Close
Onex Partners VI
8.0bn*
Held Close
K6 Private Investors
6.3bn*
Held Close
Ares Corporate Opportunities Fund VII
6.0bn*
Held Close
Certares Holdings II
5.5bn*
Held Close
West Street Capital Partners IX
5.2bn*
Held Close
H.I.G. Advantage Buyout Fund II
5.0bn*
Held Close
Searchlight Capital IV
4.0bn*
Held Close
Littlejohn Fund VII
3.5bn*
Held Close
26N Private Equity Partners I
4.3bn*
Held Close
Court Square Capital Partners V
3.9bn*
Held Close
Trilantic Capital Partners VII
3.0bn*
Held Close
Apollo Investment Fund XI
25.0bn*
Raising
Brookfield Capital Partners VII
12.5bn*
Raising
Welsh, Carson, Anderson & Stowe XV
5.5bn*
Raising
Greenbriar Equity Fund VII
4.3bn*
Raising
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,5,"4
North American Buyout Universe ($2.5bn+) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Charlesbank Equity Fund XI
4.0bn*
Raising
TowerBrook Investors VI
4.0bn*
Raising
Oak Hill Capital Partners VII
3.8bn*
Raising
Kelso Investment Associates XI
TBD*
Raising
Odyssey Investment Partners Fund VI
3.3bn
2020
Gryphon Partners VI
2.7bn
2020
Harvest Partners IX
5.3bn
2021
GI Partners VI
3.9bn
2021
SK Capital Partners VI
3.0bn
2021
Carlyle Partners VIII
14.8bn
2022
Arsenal Capital Partners VI
4.3bn
2022
Sentinel Capital Partners VII
4.3bn
2022
Altas Partners Holdings III
4.0bn
2022
AEA Fund VIII
3.4bn
2022
Vistria Fund V
3.0bn
2022
Clayton, Dubilier & Rice Fund XII
26.0bn
2023
Hellman & Friedman Capital Partners XI
22.3bn
2023
Genstar Capital Partners XI
12.7bn
2023
GTCR Fund XIV
11.5bn
2023
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,6,"5
North American Buyout Universe ($2.5bn+) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Audax Private Equity Fund VII
5.3bn
2023
Parthenon Investors VII
4.5bn
2023
Accel-KKR Capital Partners VII
4.4bn
2023
North Haven Capital Partners VIII
3.2bn
2024
Kinderhook Capital Fund 8
2.8bn
2024
Silver Lake Alpine II
3.1bn
2020
Blackstone Capital Partners IX
28.0bn
2022
H.I.G. Middle Market Fund IV
5.5bn
2022
Kohlberg Investors X
4.3bn
2022
Apax Partners XI 
12.0bn
2023
The Resolute Fund VI
6.9bn
2023
Lindsay Goldberg VI
4.9bn
2023
Alpine Investors IX
4.5bn
2023
Symphony Technology VII
4.2bn
2023
Wynnchurch Capital Partners VI
3.5bn
2023
One Rock Capital Partners IV
3.3bn
2023
Cortec Group Fund VIII
3.2bn
2023
Quantum Capital Solutions II
2.8bn
2023
Trive Capital Fund V
2.7bn
2023
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,7,"6
North American Buyout Universe ($2.5bn+) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
New Mountain Partners VII
15.4bn
2024
Veritas Capital Fund IX
14.4bn
2024
Bain Capital Fund XIV
14.0bn
2024
Berkshire Fund XI
7.8bn
2024
American Industrial Partners Capital Fund VIII
5.1bn
2024
Nautic Partners XI
4.5bn
2024
Jade Equity Investors II
3.6bn
2024
Levine Leichtman Capital Partners VII
3.6bn
2024
Sterling Group Partners VI
3.5bn
2024
One Equity Partners IX
3.3bn
2024
Thomas H. Lee Equity Fund X
3.0bn
2024
Arcline Capital Partners IV
6.0bn
2025
Arlington Capital Partners VII
6.0bn
2025
Ridgemont Equity Partners V
4.0bn
2025
Olympus Growth Fund VIII
3.5bn
2025
Birch Hill Equity Partners VII
2.6bn
2025
American Securities Partners IX
2.7bn
2026
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,8,"7
North American Buyout Universe ($1.0bn–$2.5bn)
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
FS Equity Partners IX
2.0bn*
Held Close
OceanSound Partners Fund III
2.0bn*
Held Close
Tailwind Capital Partners IV
2.0bn*
Held Close
Leeds Equity Partners VIII
1.8bn*
Held Close
Palladium Equity Partners VI
1.5bn*
Held Close
Lightyear Fund VI
1.4bn*
Held Close
MiddleGround Partners III
1.3bn*
Held Close
TruArc Fund V
1.1bn*
Held Close
Newlight Partners
1.0bn*
Held Close
Waud Capital Partners VI
1.0bn*
Held Close
Wellspring Capital Partners VII
TBD*
Held Close
HGGC Fund V
2.5bn*
Raising
Wind Point Partners XI
2.5bn*
Raising
ABRY Partners X
TBD*
Raising
Gridiron Capital Fund VI
TBD*
Raising
J.C. Flowers VI
TBD*
Raising
Metalmark Capital Partners III
1.5bn
2019
BayPine Capital Partners Fund I
2.2bn
2021
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,9,"8
North American Buyout Universe ($1.0bn–$2.5bn) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Riverside Micro-Cap Fund VI
1.9bn
2021
Veritas Capital Vantage Fund
1.8bn
2021
Thompson Street Capital Partners VI
1.5bn
2021
LLCP Lower Middle Market III
1.4bn
2021
JFL Equity Investors VI
2.2bn
2022
Brightstar Capital Partners III
1.3bn
2022
Percheron Capital Fund II
1.6bn
2023
Trivest Recognition Fund
1.3bn
2023
Windjammer Capital Fund VI
1.3bn
2023
WestView Capital Partners V
1.0bn
2023
Frazier Growth Buyout XI
2.3bn
2024
Cove Hill Partners Fund III
1.9bn
2024
Gauge Capital IV
1.4bn
2024
Vestar Capital Partners VII
1.1bn
2018
Mill Road Capital III
1.7bn
2019
Cornell Capital Partners II
1.7bn
2020
A&M Capital Partners III
2.3bn
2021
Quad-C Partners X
1.7bn
2021
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,10,"9
North American Buyout Universe ($1.0bn–$2.5bn) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
MidOcean Partners VI
1.5bn
2021
Paine Schwartz Food Chain Fund VI
1.7bn
2022
RUBICON Technology Partners IV
1.7bn
2022
EagleTree Partners VI
1.2bn
2022
Industrial Growth Partners VI
1.2bn
2022
Serent Capital V
1.1bn
2022
Arsenal Small Cap Fund
1.1bn
2022
Aurora Equity Partners VII
2.1bn
2023
Flexpoint Fund V
2.0bn
2023
KSL Capital Partners VI
2.0bn
2023
Incline Equity Partners VI
1.9bn
2023
Graham Partners VI
1.8bn
2023
Gemspring Capital Fund III
1.7bn
2023
TorQuest Partners Fund VI
1.5bn
2023
AEA Investors SBF V
1.3bn
2023
Lee Equity Partners Fund IV
1.3bn
2023
ONCAP V
1.3bn
2023
Seidler Equity Partners VIII
1.3bn
2023
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,11,"10
North American Buyout Universe ($1.0bn–$2.5bn) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Amulet Capital Fund III
1.2bn
2023
Greenbelt Capital Partners III
1.0bn
2023
LightBay Investment Partners II
1.0bn
2023
SkyKnight Capital Fund IV
1.0bn
2023
Mill Point Capital Partners III
1.7bn
2024
Kingswood Capital Opportunities Fund III
1.5bn
2024
Shamrock Capital Growth Fund VI
1.3bn
2024
GSP 5.0 Fund
1.2bn
2024
CenterOak Partners Fund III
1.1bn
2024
Norwest Equity Partners XI
1.0bn
2024
BVIP Fund XII
2.5bn
2025
Integrum Capital Partners II
2.5bn
2025
Pamlico Capital VI
1.8bn
2025
Recognize Partners II
1.7bn
2025
Sterling Investment Partners V
1.6bn
2025
Mainsail Partners VII
1.5bn
2025
Falfurrias Capital Partners VI
1.4bn
2025
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,12,"11
North American Buyout Universe ($500m–$1.0bn)
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
JLL Partners Fund IX
906m*
Held Close
Citation Fund I
850m*
Held Close
GenNx360 Fund IV
800m*
Held Close
Atlantic Street Capital V
750m*
Held Close
Center Rock Capital Partners Fund II
750m*
Held Close
ICV Partners V
750m*
Held Close
Vector Capital VI
750m*
Held Close
Beekman Investment Partners V
550m*
Held Close
Soundcore Capital Partners Fund III
550m*
Held Close
FFL Capital Partners VI
TBD*
Held Close
Carousel Capital Partners VII
850m*
Raising
Kinderhook Strategic Opportunities Fund I
750m*
Raising
Influence X Music Fund III
750m*
Raising
CIP Capital Fund III
700m*
Raising
DFW Capital Partners VIII
TBD*
Raising
Dunes Point Capital IV
TBD*
Raising
NMS Fund V
TBD*
Raising
True Wind Fund III
TBD*
Raising
Yellow Wood Partners Fund III
750m
2020
Excellere Partners IV
875m
2021
Endeavour Capital Fund VIII
850m
2021
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,13,"12
North American Buyout Universe ($500m–$1.0bn) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
RoundTable Healthcare VI
800m
2022
SKCP Catalyst Fund II
800m
2023
Graycliff Private Equity Partners V
600m
2023
Clearhaven Fund II
580m
2023
MSouth Equity Partners IV
940m
2019
Consonance Private Equity II
856m
2020
Mason Wells Buyout Fund V
767m
2021
DC Capital Partners Fund III
750m
2021
Trivest Partners VII
950m
2022
Capitol Meridian Fund I
900m
2022
Comvest Investment Partners VI
881m
2022
Blue Point Capital Partners V
850m
2022
Clearview Capital Fund V
850m
2022
NexPhase Capital Fund V
795m
2022
Haveli VC Gaming Fund I
760m
2022
Main Post Growth Capital III
736m
2022
Gamut Investment Fund II
719m
2022
Clarion Investors IV
677m
2022
Industrial Opportunity Partners IV
650m
2022
Align Capital Partners Fund III
620m
2022
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,14,"13
North American Buyout Universe ($500m–$1.0bn) Cont.
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
Angeles Equity Partners II
540m
2022
Access Holdings Fund II
525m
2022
CI Capital Investors IV
TBD
2022
Coalesce Capital Fund I
900m
2023
CIVC Partners Fund VII
870m
2023
GHK Fund II
870m
2023
L Squared Capital Fund IV
840m
2023
Vance Street Fund IV
775m
2023
Brynwood Partners IX
750m
2023
Tower Arch Partners III
750m
2023
Blue Sea Capital Fund III
618m
2023
Calera Capital Partners VI
TBD
2023
Frontenac XIII Private Capital
900m
2024
McCarthy Capital Fund VIII
870m
2024
Hidden Harbor Capital Partners Fund III
800m
2024
Northlane Capital Partners III
750m
2024
CORE Industrial Partners Fund III
685m
2024
Rotunda Capital Partners Fund IV
735m
2025
Mountaingate Capital Fund III
570m
2025
Seaside Equity Partners III
568m
2025
Confirmed in market
Projected
"
UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,15,"14
North American Buyout Universe ($200m–$500m)
Source: 
Preqin, UBS projections for fund sizes
Notes: 
Projections based on UBS estimates, % of capital called
 
* Represents target fund size for funds currently in the market
 
Bolded names indicate current UBS mandates
Fund Size ($)
Status/Vintage
2026
2027 and Beyond
AEA Elevate Fund II
500m*
Held Close
Sorenson Capital Partners IV
500m*
Held Close
HCP Services Fund
450m*
Held Close
Swan Investment Partners Fund I
300m*
Held Close
Baird Capital Global Fund III
425m*
Raising
Bryant Stibel Group Guardian IV
TBD*
Raising
EAM Private Equity Partners II
TBD*
Raising
Lincolnshire Equity Fund VI
TBD*
Raising
HCI Equity Partners V 
405m
2017
CapStreet V
500m
2019
Housatonic Equity Investors VII
241m
2020
Gainline Equity Fund II
400m
2021
Quad Partners VI
388m
2021
LFM Capital Partners IV
462m
2025
RLH Investors IV
496m
2017
Silver Oak Services Fund IV
500m
2019
North Castle Partners VII
400m
2019
HKW Capital Partners V
365m
2019
Milestone Partners FS
240m
2019
Confirmed in market
Projected
"
